Date,Open,High,Low,Close,Volume,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2019-08-08T04:00:00.000000+0000,9.76,9.76,9.76,9.76,150000.0,9.76,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,9.78,9.788,9.792,0.0,0
2019-08-09T04:00:00.000000+0000,9.76,9.76,9.76,9.76,150000.0,9.76,9.76,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,0.0,9.77,9.78,9.786,0.0,0
2019-08-12T04:00:00.000000+0000,9.76,9.76,9.76,9.76,150000.0,9.76,9.76,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,150000.0,9.765,9.774,9.781,0.0,0
2019-08-13T04:00:00.000000+0000,9.77,9.78,9.77,9.78,320000.0,9.76,9.76,9.76,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,150000.0,150000.0,150000.0,9.762,9.77,9.778,0.0020470328671578822,1
2019-08-14T04:00:00.000000+0000,9.77,9.78,9.77,9.78,320000.0,9.78,9.76,9.76,0.01,0.01,0.0,0.0,-0.01,-0.01,0.0,0.0,320000.0,150000.0,150000.0,9.771,9.773,9.778,0.0,0
2019-08-15T04:00:00.000000+0000,9.77,9.78,9.77,9.78,320000.0,9.78,9.78,9.76,0.01,0.01,0.01,0.0,-0.01,-0.01,-0.01,0.0,320000.0,320000.0,150000.0,9.776,9.775,9.778,0.0,0
2019-08-16T04:00:00.000000+0000,9.78,9.78,9.78,9.78,0.0,9.78,9.78,9.78,0.0,0.01,0.01,0.01,0.0,-0.01,-0.01,-0.01,320000.0,320000.0,320000.0,9.778,9.776,9.779,0.0,0
2019-08-19T04:00:00.000000+0000,9.78,9.78,9.78,9.78,0.0,9.78,9.78,9.78,0.0,0.0,0.01,0.01,0.0,0.0,-0.01,-0.01,0.0,320000.0,320000.0,9.779,9.777,9.779,0.0,0
2019-08-20T04:00:00.000000+0000,9.84,9.85,9.84,9.85,1000.0,9.78,9.78,9.78,0.01,0.0,0.0,0.01,-0.01,0.0,0.0,-0.01,0.0,0.0,320000.0,9.779,9.778,9.779,0.007132037168721303,1
2019-08-21T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.78,9.78,0.0,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,1000.0,0.0,0.0,9.815,9.799,9.791,0.0,0
2019-08-22T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.78,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,1000.0,0.0,9.832,9.814,9.801,0.0,0
2019-08-23T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,1000.0,9.841,9.825,9.809,0.0,0
2019-08-26T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.846,9.832,9.815,0.0,0
2019-08-27T04:00:00.000000+0000,9.85,9.85,9.85,9.85,99100.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.848,9.837,9.821,0.0,0
2019-08-28T04:00:00.000000+0000,9.85,9.85,9.85,9.85,97400.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99100.0,0.0,0.0,9.849,9.841,9.826,0.0,0
2019-08-29T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97400.0,99100.0,0.0,9.849,9.844,9.83,0.0,0
2019-08-30T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97400.0,99100.0,9.85,9.846,9.833,0.0,0
2019-09-03T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97400.0,9.85,9.847,9.836,0.0,0
2019-09-04T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.848,9.838,0.0,0
2019-09-05T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.848,9.84,0.0,0
2019-09-06T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.849,9.841,0.0,0
2019-09-09T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.849,9.843,0.0,0
2019-09-10T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.849,9.844,0.0,0
2019-09-11T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.845,0.0,0
2019-09-12T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.846,0.0,0
2019-09-13T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.846,0.0,0
2019-09-16T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.847,0.0,0
2019-09-17T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.847,0.0,0
2019-09-18T04:00:00.000000+0000,9.85,9.92,9.85,9.9,88800.0,9.85,9.85,9.85,0.07,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.85,9.848,0.00506322469636012,1
2019-09-19T04:00:00.000000+0000,9.9,9.9,9.9,9.9,0.0,9.9,9.85,9.85,0.0,0.07,0.0,0.0,0.0,-0.05,0.0,0.0,88800.0,0.0,0.0,9.875,9.865,9.856,0.0,0
2019-09-20T04:00:00.000000+0000,9.84,9.85,9.84,9.85,290000.0,9.9,9.9,9.85,0.01,0.0,0.07,0.0,-0.01,0.0,-0.05,0.0,0.0,88800.0,0.0,9.887,9.875,9.863,-0.005063224696360059,0
2019-09-23T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.9,9.9,0.0,0.01,0.0,0.07,0.0,-0.01,0.0,-0.05,290000.0,0.0,88800.0,9.869,9.868,9.861,0.0,0
2019-09-24T04:00:00.000000+0000,9.85,9.85,9.85,9.85,26500.0,9.85,9.85,9.9,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,0.0,0.0,290000.0,0.0,9.859,9.862,9.859,0.0,0
2019-09-25T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,26500.0,0.0,290000.0,9.855,9.859,9.858,0.0,0
2019-09-26T04:00:00.000000+0000,9.85,9.85,9.85,9.85,25000.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.0,0.0,9.852,9.856,9.857,0.0,0
2019-09-27T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,26500.0,9.851,9.854,9.856,0.0,0
2019-09-30T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.85,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,9.851,9.853,9.855,0.0,0
2019-10-01T04:00:00.000000+0000,9.906,9.92,9.906,9.92,2500.0,9.85,9.85,9.85,0.014,0.0,0.0,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,25000.0,9.85,9.852,9.854,0.0070814350758155314,1
2019-10-02T04:00:00.000000+0000,9.92,9.92,9.92,9.92,0.0,9.92,9.85,9.85,0.0,0.014,0.0,0.0,0.0,-0.014,0.0,0.0,2500.0,0.0,0.0,9.885,9.872,9.864,0.0,0
2019-10-03T04:00:00.000000+0000,9.89,9.89,9.89,9.89,100000.0,9.92,9.92,9.85,0.0,0.0,0.014,0.0,0.0,0.0,-0.014,0.0,0.0,2500.0,0.0,9.903,9.886,9.873,-0.0030287486389522795,0
2019-10-04T04:00:00.000000+0000,9.92,9.92,9.896,9.92,900.0,9.89,9.92,9.92,0.024,0.0,0.0,0.014,0.0,0.0,0.0,-0.014,100000.0,0.0,2500.0,9.896,9.887,9.876,0.0030287486389522994,1
2019-10-07T04:00:00.000000+0000,9.92,9.92,9.92,9.92,0.0,9.92,9.89,9.92,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,900.0,100000.0,0.0,9.908,9.897,9.883,0.0,0
2019-10-08T04:00:00.000000+0000,9.92,9.92,9.92,9.92,0.0,9.92,9.92,9.89,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,900.0,100000.0,9.914,9.904,9.889,0.0,0
2019-10-09T04:00:00.000000+0000,9.92,9.92,9.92,9.92,35800.0,9.92,9.92,9.92,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,900.0,9.917,9.908,9.894,0.0,0
2019-10-10T04:00:00.000000+0000,9.92,9.92,9.92,9.92,100.0,9.92,9.92,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35800.0,0.0,0.0,9.919,9.912,9.898,0.0,0
2019-10-11T04:00:00.000000+0000,9.92,9.92,9.92,9.92,0.0,9.92,9.92,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35800.0,0.0,9.919,9.914,9.901,0.0,0
2019-10-14T04:00:00.000000+0000,9.92,9.92,9.92,9.92,0.0,9.92,9.92,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35800.0,9.92,9.916,9.904,0.0,0
2019-10-15T04:00:00.000000+0000,9.85,9.95,9.85,9.95,6200.0,9.92,9.92,9.92,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,100.0,9.92,9.917,9.907,0.0030196030134648747,1
2019-10-16T04:00:00.000000+0000,9.85,9.95,9.85,9.926,706300.0,9.95,9.92,9.92,0.1,0.1,0.0,0.0,-0.076,-0.1,0.0,0.0,6200.0,0.0,0.0,9.935,9.927,9.914,-0.002414990961402716,0
2019-10-17T04:00:00.000000+0000,9.9,9.95,9.9,9.95,151000.0,9.926,9.95,9.92,0.05,0.1,0.1,0.0,-0.05,-0.076,-0.1,0.0,706300.0,6200.0,0.0,9.93,9.927,9.916,0.0024149909614026863,1
2019-10-18T04:00:00.000000+0000,9.95,9.95,9.9,9.95,10400.0,9.95,9.926,9.95,0.05,0.05,0.1,0.1,0.0,-0.05,-0.076,-0.1,151000.0,706300.0,6200.0,9.94,9.933,9.921,0.0,0
2019-10-21T04:00:00.000000+0000,9.95,9.95,9.9,9.924,32700.0,9.95,9.95,9.926,0.05,0.05,0.05,0.1,0.026,0.0,-0.05,-0.076,10400.0,151000.0,706300.0,9.945,9.938,9.926,-0.002616487697515368,0
2019-10-22T04:00:00.000000+0000,9.9,9.9,9.87,9.87,279900.0,9.924,9.95,9.95,0.03,0.05,0.05,0.05,0.03,0.026,0.0,-0.05,32700.0,10400.0,151000.0,9.935,9.934,9.925,-0.005456202453087147,0
2019-10-23T04:00:00.000000+0000,9.87,9.87,9.87,9.87,0.0,9.87,9.924,9.95,0.0,0.03,0.05,0.05,0.0,0.03,0.026,0.0,279900.0,32700.0,10400.0,9.902,9.915,9.917,0.0,0
2019-10-24T04:00:00.000000+0000,9.87,9.87,9.87,9.87,0.0,9.87,9.87,9.924,0.0,0.0,0.03,0.05,0.0,0.0,0.03,0.026,0.0,279900.0,32700.0,9.886,9.902,9.909,0.0,0
2019-10-25T04:00:00.000000+0000,9.85,9.85,9.85,9.85,100000.0,9.87,9.87,9.87,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,279900.0,9.878,9.893,9.903,-0.002028347938677813,0
2019-10-28T04:00:00.000000+0000,9.85,9.85,9.85,9.85,0.0,9.85,9.87,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,9.864,9.88,9.895,0.0,0
2019-10-29T04:00:00.000000+0000,9.93,9.93,9.93,9.93,17500.0,9.85,9.85,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,9.857,9.871,9.887,0.008089014877900055,1
2019-10-30T04:00:00.000000+0000,9.9,9.912,9.85,9.881,7300.0,9.93,9.85,9.85,0.062,0.0,0.0,0.0,0.019,0.0,0.0,0.0,17500.0,0.0,100000.0,9.894,9.889,9.894,-0.004946831588246173,0
2019-10-31T04:00:00.000000+0000,10.15,10.15,10.07,10.08,1698200.0,9.881,9.93,9.85,0.08,0.062,0.0,0.0,0.07,0.019,0.0,0.0,7300.0,17500.0,0.0,9.887,9.886,9.892,0.01993957787283707,1
2019-11-01T04:00:00.000000+0000,10.1,10.132,10.08,10.08,32800.0,10.08,9.881,9.93,0.052,0.08,0.062,0.0,0.02,0.07,0.019,0.0,1698200.0,7300.0,17500.0,9.984,9.943,9.922,0.0,0
2019-11-04T05:00:00.000000+0000,10.09,10.09,10.06,10.09,246500.0,10.08,10.08,9.881,0.03,0.052,0.08,0.062,0.0,0.02,0.07,0.019,32800.0,1698200.0,7300.0,10.032,9.983,9.947,0.000991594413823537,1
2019-11-05T05:00:00.000000+0000,10.07,10.09,10.06,10.09,10100.0,10.09,10.08,10.08,0.03,0.03,0.052,0.08,-0.02,0.0,0.02,0.07,246500.0,32800.0,1698200.0,10.061,10.014,9.97,0.0,0
2019-11-06T05:00:00.000000+0000,10.07,10.1,10.05,10.05,137700.0,10.09,10.09,10.08,0.05,0.03,0.03,0.052,0.02,-0.02,0.0,0.02,10100.0,246500.0,32800.0,10.075,10.037,9.989,-0.003972196004524487,0
2019-11-07T05:00:00.000000+0000,10.07,10.1,10.04,10.08,18500.0,10.05,10.09,10.09,0.06,0.05,0.03,0.03,-0.01,0.02,-0.02,0.0,137700.0,10100.0,246500.0,10.063,10.041,9.999,0.00298060159070081,1
2019-11-08T05:00:00.000000+0000,10.075,10.1,10.07,10.1,1600.0,10.08,10.05,10.09,0.03,0.06,0.05,0.03,-0.025,-0.01,0.02,-0.02,18500.0,137700.0,10100.0,10.071,10.052,10.012,0.0019822065421142097,1
2019-11-11T05:00:00.000000+0000,10.089,10.089,10.086,10.086,600.0,10.1,10.08,10.05,0.003,0.03,0.06,0.05,0.003,-0.025,-0.01,0.02,1600.0,18500.0,137700.0,10.086,10.066,10.026,-0.001387094088781337,0
2019-11-12T05:00:00.000000+0000,10.086,10.086,10.086,10.086,100.0,10.086,10.1,10.08,0.0,0.003,0.03,0.06,0.0,0.003,-0.025,-0.01,600.0,1600.0,18500.0,10.086,10.072,10.035,0.0,0
2019-11-13T05:00:00.000000+0000,10.086,10.086,10.086,10.086,0.0,10.086,10.086,10.1,0.0,0.0,0.003,0.03,0.0,0.0,0.003,-0.025,100.0,600.0,1600.0,10.086,10.076,10.043,0.0,0
2019-11-14T05:00:00.000000+0000,10.05,10.1,10.04,10.09,2011300.0,10.086,10.086,10.086,0.06,0.0,0.0,0.003,-0.04,0.0,0.0,0.003,0.0,100.0,600.0,10.086,10.079,10.05,0.00039648196049093707,1
2019-11-15T05:00:00.000000+0000,10.09,10.09,10.09,10.09,100.0,10.09,10.086,10.086,0.0,0.06,0.0,0.0,0.0,-0.04,0.0,0.0,2011300.0,0.0,100.0,10.088,10.082,10.056,0.0,0
2019-11-18T05:00:00.000000+0000,10.05,10.09,10.04,10.04,16900.0,10.09,10.09,10.086,0.05,0.0,0.06,0.0,0.01,0.0,-0.04,0.0,100.0,2011300.0,0.0,10.089,10.084,10.062,-0.004967739024118465,0
2019-11-19T05:00:00.000000+0000,10.04,10.04,10.04,10.04,0.0,10.04,10.09,10.09,0.0,0.05,0.0,0.06,0.0,0.01,0.0,-0.04,16900.0,100.0,2011300.0,10.064,10.071,10.058,0.0,0
2019-11-20T05:00:00.000000+0000,10.043,10.043,10.043,10.043,100.0,10.04,10.04,10.09,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,16900.0,100.0,10.052,10.062,10.055,0.00029878597763077937,1
2019-11-21T05:00:00.000000+0000,10.043,10.043,10.043,10.043,100.0,10.043,10.04,10.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,100.0,0.0,16900.0,10.048,10.057,10.053,0.0,0
2019-11-22T05:00:00.000000+0000,10.043,10.043,10.043,10.043,0.0,10.043,10.043,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,10.045,10.053,10.052,0.0,0
2019-11-25T05:00:00.000000+0000,10.09,10.09,10.04,10.04,255300.0,10.043,10.043,10.043,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,100.0,100.0,10.044,10.05,10.05,-0.00029878597763081764,0
2019-11-26T05:00:00.000000+0000,10.09,10.09,10.04,10.04,96800.0,10.04,10.043,10.043,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,255300.0,0.0,100.0,10.042,10.047,10.049,0.0,0
2019-11-27T05:00:00.000000+0000,10.04,10.062,10.04,10.05,168600.0,10.04,10.04,10.043,0.022,0.05,0.05,0.0,-0.01,0.05,0.05,0.0,96800.0,255300.0,0.0,10.041,10.045,10.047,0.0009955430195941696,1
2019-11-29T05:00:00.000000+0000,10.05,10.05,10.05,10.05,0.0,10.05,10.04,10.04,0.0,0.022,0.05,0.05,0.0,-0.01,0.05,0.05,168600.0,96800.0,255300.0,10.046,10.046,10.048,0.0,0
2019-12-02T05:00:00.000000+0000,10.08,10.08,10.075,10.075,300.0,10.05,10.05,10.04,0.005,0.0,0.022,0.05,0.005,0.0,-0.01,0.05,0.0,168600.0,96800.0,10.048,10.047,10.048,0.0024844354175684417,1
2019-12-03T05:00:00.000000+0000,10.075,10.075,10.075,10.075,0.0,10.075,10.05,10.05,0.0,0.005,0.0,0.022,0.0,0.005,0.0,-0.01,300.0,0.0,168600.0,10.061,10.056,10.052,0.0,0
2019-12-04T05:00:00.000000+0000,10.075,10.075,10.075,10.075,0.0,10.075,10.075,10.05,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,300.0,0.0,10.068,10.061,10.056,0.0,0
2019-12-05T05:00:00.000000+0000,10.06,10.06,10.06,10.06,100000.0,10.075,10.075,10.075,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,300.0,10.072,10.065,10.059,-0.0014898825182526625,0
2019-12-06T05:00:00.000000+0000,10.06,10.065,10.06,10.065,2000.0,10.06,10.075,10.075,0.005,0.0,0.0,0.0,-0.005,0.0,0.0,0.0,100000.0,0.0,0.0,10.066,10.064,10.059,0.0004968110180796221,1
2019-12-09T05:00:00.000000+0000,10.084,10.084,10.06,10.06,7800.0,10.065,10.06,10.075,0.024,0.005,0.0,0.0,0.024,-0.005,0.0,0.0,2000.0,100000.0,0.0,10.065,10.064,10.06,-0.0004968110180796777,0
2019-12-10T05:00:00.000000+0000,10.09,10.09,10.09,10.09,10000.0,10.06,10.065,10.06,0.0,0.024,0.005,0.0,0.0,0.024,-0.005,0.0,7800.0,2000.0,100000.0,10.063,10.063,10.06,0.002977643105208559,1
2019-12-11T05:00:00.000000+0000,10.084,10.084,10.08,10.08,2000.0,10.09,10.06,10.065,0.004,0.0,0.024,0.005,0.004,0.0,0.024,-0.005,10000.0,7800.0,2000.0,10.076,10.071,10.065,-0.0009915944138236368,0
2019-12-12T05:00:00.000000+0000,10.074,10.074,10.074,10.074,1000.0,10.08,10.09,10.06,0.0,0.004,0.0,0.024,0.0,0.004,0.0,0.024,2000.0,10000.0,7800.0,10.078,10.074,10.067,-0.0005953721561675192,0
2019-12-13T05:00:00.000000+0000,10.09,10.09,10.09,10.09,125000.0,10.074,10.08,10.09,0.0,0.0,0.004,0.0,0.0,0.0,0.004,0.0,1000.0,2000.0,10000.0,10.076,10.074,10.068,0.0015869665699910745,1
2019-12-16T05:00:00.000000+0000,10.08,10.09,10.08,10.08,24400.0,10.09,10.074,10.08,0.01,0.0,0.0,0.004,0.0,0.0,0.0,0.004,125000.0,1000.0,2000.0,10.083,10.078,10.072,-0.0009915944138236368,0
2019-12-17T05:00:00.000000+0000,10.1,10.1,10.086,10.09,22200.0,10.08,10.09,10.074,0.014,0.01,0.0,0.0,0.01,0.0,0.0,0.0,24400.0,125000.0,1000.0,10.082,10.079,10.073,0.000991594413823537,1
2019-12-18T05:00:00.000000+0000,10.1,10.15,10.09,10.14,225600.0,10.09,10.08,10.09,0.06,0.014,0.01,0.0,-0.04,0.01,0.0,0.0,22200.0,24400.0,125000.0,10.086,10.082,10.076,0.004943182533093868,1
2019-12-19T05:00:00.000000+0000,10.15,10.307,10.15,10.18,292000.0,10.14,10.09,10.08,0.157,0.06,0.014,0.01,-0.03,-0.04,0.01,0.0,225600.0,22200.0,24400.0,10.113,10.099,10.086,0.003937009079054587,1
2019-12-20T05:00:00.000000+0000,10.19,10.19,10.17,10.17,8200.0,10.18,10.14,10.09,0.02,0.157,0.06,0.014,0.02,-0.03,-0.04,0.01,292000.0,225600.0,22200.0,10.146,10.123,10.101,-0.0009828235380194472,0
2019-12-23T05:00:00.000000+0000,10.8,10.85,10.66,10.84,9814600.0,10.17,10.18,10.14,0.19,0.02,0.157,0.06,-0.04,0.02,-0.03,-0.04,8200.0,292000.0,225600.0,10.158,10.137,10.112,0.06380079252554233,1
2019-12-24T05:00:00.000000+0000,11.0,11.04,10.82,10.84,2934400.0,10.84,10.17,10.18,0.22,0.19,0.02,0.157,0.16,-0.04,0.02,-0.03,9814600.0,8200.0,292000.0,10.499,10.343,10.228,0.0,0
2019-12-26T05:00:00.000000+0000,10.95,10.95,10.72,10.74,1304600.0,10.84,10.84,10.17,0.23,0.22,0.19,0.02,0.21,0.16,-0.04,0.02,2934400.0,9814600.0,8200.0,10.67,10.488,10.325,-0.009267942318313191,0
2019-12-27T05:00:00.000000+0000,10.75,10.8,10.6,10.68,544900.0,10.74,10.84,10.84,0.2,0.23,0.22,0.19,0.07,0.21,0.16,-0.04,1304600.0,2934400.0,9814600.0,10.705,10.562,10.391,-0.005602205663000722,0
2019-12-30T05:00:00.000000+0000,10.7,10.7,10.61,10.64,832200.0,10.68,10.74,10.84,0.09,0.2,0.23,0.22,0.06,0.07,0.21,0.16,544900.0,1304600.0,2934400.0,10.692,10.597,10.437,-0.003752345925885807,0
2019-12-31T05:00:00.000000+0000,10.69,10.8,10.59,10.7,564800.0,10.64,10.68,10.74,0.21,0.09,0.2,0.23,-0.01,0.06,0.07,0.21,832200.0,544900.0,1304600.0,10.666,10.609,10.469,0.005623207461498323,1
2020-01-02T05:00:00.000000+0000,10.79,10.8,10.65,10.68,1194100.0,10.7,10.64,10.68,0.15,0.21,0.09,0.2,0.11,-0.01,0.06,0.07,564800.0,832200.0,544900.0,10.683,10.636,10.506,-0.0018708615356124029,0
2020-01-03T05:00:00.000000+0000,10.66,10.75,10.61,10.68,467600.0,10.68,10.7,10.64,0.14,0.15,0.21,0.09,-0.02,0.11,-0.01,0.06,1194100.0,564800.0,832200.0,10.682,10.649,10.534,0.0,0
2020-01-06T05:00:00.000000+0000,10.75,10.9,10.692,10.8,2183500.0,10.68,10.68,10.7,0.208,0.14,0.15,0.21,-0.05,-0.02,0.11,-0.01,467600.0,1194100.0,564800.0,10.681,10.658,10.557,0.011173289684249525,1
2020-01-07T05:00:00.000000+0000,10.89,10.95,10.87,10.9,1977000.0,10.8,10.68,10.68,0.08,0.208,0.14,0.15,-0.01,-0.05,-0.02,0.11,2183500.0,467600.0,1194100.0,10.74,10.7,10.596,0.009216602447065358,1
2020-01-08T05:00:00.000000+0000,10.94,11.35,10.884,11.26,2955700.0,10.9,10.8,10.68,0.466,0.08,0.208,0.14,-0.32,-0.01,-0.05,-0.02,1977000.0,2183500.0,467600.0,10.82,10.758,10.644,0.032493888800652924,1
